GEOID,year,d14,d16,state,st,poptotal,noncit,popu18,popu25,pop3o,pop324,vapacs,medage,incmed,incpc,gini,hs,ged,some1,some2,assoc,bacc,mast,prof,phd,enroll,pop_check,nothilat,white,black,amind,asian,hawpi,other,multi,hilat,white_prop,black_prop,amind_prop,asian_prop,hawpi_prop,other_prop,multi_prop,hilat_prop,nonwh_prop
01,2012,0,0,Alabama,AL,4822023,96368,1124975,1612377,4645710,1436064,3600680,38.2,26574,22815,0.4726,826740,176803,189488,516444,238555,472037,193901,50713,30508,1220639,4822023,4636582,3212468,1267479,22791,58679,1194,3926,70045,185441,0.6662075232739454,0.26285212658670437,0.004726439504747281,0.01216895896182992,2.476139163998181e-4,8.141811019980618e-4,0.014526060949937402,0.03845709570443774,0.3337924767260546
01,2014,1,0,Alabama,AL,4849377,92960,1108600,1592611,4678136,1421370,3647817,38.6,26934,23606,0.4758,847523,181142,198029,511129,256777,478058,201391,51876,33082,1190580,4849377,4656964,3205535,1285731,21424,57764,1316,6590,78604,192413,0.6610199619456273,0.26513323257812293,0.004417887081165271,0.011911633185046244,2.7137506529189214e-4,0.00135893744701639,0.016209092425686845,0.03967788027204319,0.3389800380543727
01,2016,0,1,Alabama,AL,4863300,93554,1099517,1562587,4691088,1390375,3670229,39,29164,25810,0.4847,831521,179715,201485,509746,271030,506680,226164,48931,33747,1186076,4863300,4663614,3197147,1294572,21225,65100,1341,7537,76692,199686,0.657402792342648,0.26619209178952563,0.004364320523101597,0.013385972487816915,2.7573869594719634e-4,0.0015497707318076204,0.01576953920177657,0.04105977422737647,0.342597207657352
02,2012,0,0,Alaska,AK,731449,20671,187265,266855,698740,234146,523513,33.8,34405,31890,0.4232,106047,24230,34575,94145,38287,79559,36321,8545,5699,195535,731449,687763,460453,24615,100602,42358,8007,780,50948,43686,0.6295080039756702,0.03365238041203146,0.13753795548288397,0.05790971072487624,0.010946764572786346,0.001066376466438535,0.06965352334885959,0.05972528501645364,0.3704919960243298
02,2014,1,0,Alaska,AK,736732,21385,186769,271583,704965,239816,528578,33.3,36843,33062,0.4175,108523,23464,35472,96087,38086,85634,33103,7223,4304,195830,736732,687456,455009,23608,101285,43532,8331,1735,53956,49276,0.6176045020441626,0.03204421689298144,0.13747875754005526,0.059087972288430525,0.011308046888149287,0.0023549947606456624,0.07323694369187167,0.06688456589370355,0.3823954979558374
02,2016,0,1,Alaska,AK,741894,22753,187296,262943,709834,230883,531845,33.5,36209,34187,0.4081,107185,26743,34525,95125,40819,90861,36182,8730,5804,187359,741894,690590,452757,21768,104362,44235,9766,1741,55961,51304,0.6102718178068565,0.029341118812121408,0.14066969135752547,0.059624420739350904,0.013163605582468655,0.0023466964283307317,0.07542991316818845,0.06915273610515787,0.38972818219314354
04,2012,0,0,Arizona,AZ,6553255,487791,1619585,2272791,6299433,2018969,4445879,36.6,28645,24600,0.4608,864774,173396,309290,790409,360519,735758,310661,77074,47093,1753081,6553255,4577151,3730370,264171,262675,185306,10868,7219,116542,1976104,0.5692392559117568,0.04031141776109735,0.040083134259234536,0.02827694023809542,0.0016584124988269187,0.0011015899732270452,0.017783834140438607,0.3015454152173233,0.43076074408824316
04,2014,1,0,Arizona,AZ,6731484,514527,1622071,2295258,6482310,2046084,4594886,36.9,29737,25715,0.4676,899108,180704,344474,794213,376649,765784,328400,74530,53578,1757664,6731484,4675028,3777085,265671,266580,206338,11496,7948,139910,2056456,0.5611073278938196,0.03946692883768275,0.03960196592608703,0.030652676289507633,0.0017077957847036404,0.0011807203285337973,0.020784421384645643,0.30549816355501996,0.43889267210618044
04,2016,0,1,Arizona,AZ,6931071,498587,1631422,2304662,6680106,2053697,4801062,37.5,30675,27997,0.4713,924912,180585,344919,834817,390843,835779,359075,84523,56517,1761534,6931071,4786296,3834724,284478,274472,214132,12834,10072,155584,2144775,0.553265721848759,0.04104387330616004,0.03960022917093188,0.030894503894131224,0.0018516618860202124,0.0014531664731179351,0.02244732451882256,0.3094435189020571,0.446734278151241
05,2012,0,0,Arkansas,AR,2949131,78901,711629,999749,2836698,887316,2158601,37.6,25737,21643,0.4632,566530,119419,129405,308735,118932,269141,101528,22334,16106,752357,2949131,2751266,2179168,458695,16106,38877,5221,2163,51036,197865,0.7389186848600486,0.1555356476195869,0.005461269777436133,0.013182527327541571,0.0017703520121690084,7.334363919405412e-4,0.017305436754081117,0.0670926452571961,0.26108131513995136
05,2014,1,0,Arkansas,AR,2966369,89761,706140,997955,2859437,891023,2170468,37.8,26367,22883,0.4714,568437,118349,131244,316818,123871,272411,104636,24531,19380,746254,2966369,2760606,2176186,465816,15471,36406,7148,3372,56207,205763,0.7336194519292778,0.15703238538428632,0.005215467124959842,0.012272916821878869,0.00240967998249712,0.0011367432709821334,0.018948080970371522,0.06936527451574635,0.2663805480707222
05,2016,0,1,Arkansas,AR,2988248,87671,707360,997800,2873456,883008,2193217,38,27687,24264,0.4719,552084,129885,135748,313961,133315,282608,118134,26203,18888,739490,2988248,2773704,2175226,462232,16096,41387,8808,2917,67038,214544,0.7279268655078159,0.15468327929944234,0.005386433789966562,0.013849921425530947,0.002947546522243134,9.761572667328816e-4,0.022433880989797365,0.07179591519847081,0.27207313449218407
06,2012,0,0,California,CA,38041430,5003267,9239306,13261646,36575440,11795656,23798857,35.5,30502,28341,0.4822,4558433,549534,1411077,4054381,1959097,4865203,1861112,569482,364732,10678252,38041430,23503769,14904055,2150453,145112,5047744,137403,83285,1035717,14537661,0.39178482512355606,0.05652923667695983,0.0038145779483053084,0.13269070063875096,0.0036119304663363074,0.0021893235874676635,0.0272260269921504,0.38215337856647347,0.6082151748764439
06,2014,1,0,California,CA,38802500,4983781,9151579,13148208,37329816,11675524,24667140,36,31232,30441,0.489,4768478,592375,1463370,4097190,2002684,5120162,2035257,586986,394265,10531321,38802500,23813730,14849129,2155733,135245,5329431,137838,96073,1110281,14988770,0.3826848527801044,0.05555654919141808,0.003485471296952516,0.13734761935442305,0.0035522968880871077,0.002475948714644675,0.028613646027962115,0.38628361574640807,0.6173151472198957
06,2016,0,1,California,CA,39250017,4958970,9093249,12945776,37793454,11489213,25197798,36.4,32499,33389,0.4899,4784486,606449,1494632,4107766,2031775,5426164,2203376,622302,408628,10490279,39250017,23969241,14725729,2160958,132153,5518226,137019,105389,1189767,15280776,0.3751776464198729,0.055056230931059214,0.0033669539557142102,0.14059168432971633,0.0034909284243112557,0.002685068900734489,0.030312521902856757,0.38931896513573483,0.6248223535801272
08,2012,0,0,Colorado,CO,5187582,273349,1231307,1742928,4989990,1545336,3682926,36.2,31326,30329,0.4579,619568,132632,209243,580017,288253,818469,342776,76550,53211,1395046,5187582,4098840,3599838,204851,29779,144241,4730,7364,108037,1088742,0.6939337055298596,0.03948872519027169,0.005740439380042571,0.027805054455042832,9.117928159978966e-4,0.0014195438260060276,0.02082608043593335,0.20987465836684605,0.30606629447014044
08,2014,1,0,Colorado,CO,5355866,297577,1247145,1771403,5156812,1572349,3811144,36.3,32379,32357,0.4584,640470,143346,228712,564212,294629,862158,373532,75829,62693,1404518,5355866,4220759,3686726,205894,30777,155985,6092,7508,127777,1135107,0.6883529199572954,0.038442709358299854,0.005746409637582419,0.029124141642079916,0.0011374444394239886,0.001401827454234292,0.023857392996762802,0.2119371545143213,0.3116470800427046
08,2016,0,1,Colorado,CO,5540545,300755,1260512,1795039,5339884,1594378,3979278,36.7,35274,34542,0.4586,673089,149055,218245,569121,322529,934273,409712,87779,61117,1382107,5540545,4359327,3796733,220728,28993,173588,7397,6313,125575,1181218,0.6852634533245375,0.039838680129842825,0.005232878715000059,0.03133049185594558,0.0013350672181166293,0.0011394185951021064,0.022664737855210993,0.21319527230624424,0.31473654667546247
09,2012,0,0,Connecticut,CT,3590347,238122,792766,1132369,3479966,1021988,2559459,40.4,36914,36891,0.4915,607054,75153,130546,302473,182429,503440,294155,73294,40248,954957,3590347,3079700,2512773,339063,6099,146701,2233,10714,62117,510647,0.6998691212854914,0.09443739003500219,0.001698721599889927,0.04085983889579475,6.219454554114128e-4,0.0029841126776882568,0.017301113235016003,0.14222775681570612,0.3001308787145086
09,2014,1,0,Connecticut,CT,3596677,232228,774876,1124859,3487342,1015524,2589573,40.5,38443,39373,0.5005,599611,80663,133471,288203,184589,527472,298684,71642,42316,928526,3596677,3055524,2465919,349742,4731,149568,630,12292,72642,541153,0.6856103564484661,0.09724031376740253,0.0013153808362552433,0.041585051979924806,1.7516168396550482e-4,0.003417599078260294,0.020196976264479687,0.15045915994124576,0.31438964355153387
09,2016,0,1,Connecticut,CT,3576452,221505,752162,1108715,3469051,1001314,2602785,40.9,40323,41087,0.4945,597334,81442,120316,294834,186288,541369,297488,74865,39866,914755,3576452,3014105,2411769,352345,4968,159838,505,11451,73229,562347,0.6743468107498717,0.09851802848185856,0.0013890861669609994,0.044691778332268964,1.4120139177039144e-4,0.003201776509233173,0.020475320233572267,0.15723599813446398,0.3256531892501283
10,2012,0,0,Delaware,DE,917092,36062,204920,298480,882536,263924,676110,39.2,31770,28705,0.4356,173099,21805,38540,86847,44331,111921,52001,9864,8903,236066,917092,838279,589642,191258,2543,30485,101,4138,20112,78813,0.6429474905462047,0.20854832448652916,0.0027728951948114257,0.03324093984027775,1.1013071752888478e-4,0.0045120882092527246,0.021930188029118124,0.08593794297627719,0.3570525094537953
10,2014,1,0,Delaware,DE,935614,37384,203842,295271,903972,263629,694388,39.6,32825,30488,0.4494,178275,21472,37791,85470,50787,116931,57035,10712,11203,235650,935614,852288,594488,197763,2817,36038,216,1556,19410,83326,0.6353987862515952,0.2113724249530255,0.003010857041472231,0.03851802132075835,2.308644376847717e-4,0.0016630790048032629,0.02074573488639546,0.08906023210426522,0.3646012137484048
10,2016,0,1,Delaware,DE,952065,42619,204237,289518,919219,256672,705209,40.6,35408,31712,0.4522,188694,23780,44010,78172,52228,121717,58672,12881,11799,227224,952065,864913,597331,203278,3281,35591,990,1419,23023,87152,0.6274056918382673,0.2135127328491227,0.0034461932746188547,0.03738295179425775,0.0010398449685683226,0.001490444454947929,0.024182172435705546,0.09153996838451156,0.37259430816173267
11,2012,0,0,District of Columbia,DC,632323,50687,109452,192792,608482,168951,472184,33.7,44980,45307,0.5343,69175,11906,15782,45655,14083,100904,77488,38125,16274,159737,632323,569597,222975,308286,1566,21717,54,1659,13340,62726,0.35262832444810643,0.4875451312066776,0.0024765823795749957,0.034344788976519915,8.539939239913779e-5,0.0026236591109290663,0.02109681286304626,0.09919930162274661,0.6473716755518936
11,2014,1,0,District of Columbia,DC,658893,51013,115030,195682,633315,170104,492850,33.8,46000,45877,0.5224,71358,12855,16560,46376,15936,112706,86777,36729,18460,164598,658893,590537,235433,314473,1218,24540,137,1348,13388,68356,0.3573159830200048,0.47727476236657546,0.0018485550764691687,0.037244287008664535,2.0792450367510353e-4,0.0020458557003944495,0.02031892887008968,0.10374370345412684,0.6426840169799952
11,2016,0,1,District of Columbia,DC,681170,46918,120782,201012,654704,174546,513470,33.9,50364,50567,0.542,73974,11274,16770,45436,14086,115097,98988,38236,20554,168430,681170,606748,247185,315848,1529,25952,41,1929,14264,74422,0.3628829807537032,0.4636845427719952,0.0022446672636786706,0.038099152928050266,6.0190554487132436e-5,0.0028318921855043527,0.02094044071230383,0.10925613283027731,0.6371170192462968
12,2012,0,0,Florida,FL,19317568,1654785,4000973,5813821,18689114,5185367,13661810,41.1,26604,25428,0.4828,3457338,562857,863192,1939033,1236800,2329936,874523,272260,146350,4688008,19317568,14833367,10966711,2958587,41291,477131,10245,51896,327506,4484201,0.5677066077883096,0.15315525225535637,0.002137484387268625,0.024699330681791826,5.303462630492616e-4,0.0026864665365743763,0.016953790456438408,0.23213072163121154,0.4322933922116904
12,2014,1,0,Florida,FL,19893297,1677483,4054023,5852101,19260349,5219153,14161791,41.6,27250,26582,0.4834,3557737,593563,900683,2004771,1358245,2448663,964916,261794,155131,4674255,19893297,15104427,11055931,3083879,38726,517141,13361,59892,335497,4788870,0.5557616216155623,0.15502101034333324,0.0019466858610716967,0.025995741178548734,6.716332642095476e-4,0.003010662335157415,0.016864826378453004,0.2407278190236641,0.4442383783844377
12,2016,0,1,Florida,FL,20612439,1734737,4145140,5908768,19944148,5240477,14732562,42.1,29550,28621,0.4852,3629364,620369,937204,2023944,1429121,2675907,1061264,307323,163962,4718808,20612439,15485861,11271384,3162469,38654,550606,10290,70928,381530,5126578,0.5468243714390131,0.15342526908145127,0.0018752754101540336,0.02671231677144078,4.992131207762459e-4,0.003441028982547868,0.018509696984427705,0.248712828210189,0.4531756285609869
13,2012,0,0,Georgia,GA,9919945,532256,2495747,3516107,9540591,3136753,6891942,35.7,28282,24321,0.4809,1492541,318325,365365,1007268,453039,1140757,468599,123173,74746,2797844,9919945,9015602,5460416,3023619,17070,335167,2458,18170,158702,904343,0.5504482131705367,0.30480199234975597,0.0017207756696231682,0.03378718329587513,2.477836318648944e-4,0.001831663381198182,0.015998274183979852,0.09116411431716608,0.4495517868294633
13,2014,1,0,Georgia,GA,10097343,537376,2491421,3520935,9716948,3140540,7068546,36.1,29939,25615,0.4801,1552824,317143,372490,1016920,462543,1199733,503513,126094,81260,2780545,10097343,9175228,5474262,3116136,16968,370080,6338,22687,168757,922115,0.5421487613127532,0.3086095025196232,0.0016804420727314106,0.0366512259710302,6.2768987841653e-4,0.002246828695430075,0.016713010541486013,0.09132253900852927,0.45785123868724675
13,2016,0,1,Georgia,GA,10310371,558480,2510610,3524976,9922591,3137196,7241281,36.5,31026,28183,0.4813,1550795,333285,372145,1022060,518208,1270275,560593,145085,90323,2747236,10310371,9348037,5484889,3205543,17417,396429,5134,32116,206509,962334,0.5319778502635841,0.31090471914153234,0.0016892699593448188,0.03844953784883202,4.979452242795143e-4,0.0031149218587769537,0.020029250159863305,0.09333650554378693,0.46802214973641587
15,2012,0,0,Hawaii,HI,1392313,99990,302881,440032,1340261,387980,989442,38.3,31475,28099,0.4257,244511,24793,49630,159959,95686,186586,66566,22483,10581,336071,1392313,1260570,317032,24104,2069,520824,130717,2760,263064,131743,0.2277016734024605,0.017312199196588697,0.0014860164345229844,0.3740710601710966,0.09388478021824116,0.001982312885105576,0.1889402742055845,0.09462168348639997,0.7722983265975395
15,2014,1,0,Hawaii,HI,1419561,95635,308354,444975,1364015,389429,1015572,38.1,33473,29736,0.4325,256074,21593,55478,156064,102149,200315,66113,22015,13896,335539,1419561,1276323,325266,28383,1533,518355,132722,1125,268939,143238,0.22913140048226177,0.01999420947743704,0.0010799113246982694,0.3651516208179853,0.09349510165466648,7.924985259527417e-4,0.1894522320632928,0.10090302565370561,0.7708685995177382
15,2016,0,1,Hawaii,HI,1428557,102161,307765,437620,1374882,383945,1018631,38.9,35514,32634,0.442,255380,22363,53877,158800,104261,211850,67803,21989,14951,331540,1428557,1280407,315242,24389,1718,527847,131672,1852,277687,148150,0.2206716287834507,0.017072472431971564,0.0012026121463826784,0.36949663191598237,0.0921713309304424,0.001296413093772247,0.194382863266919,0.10370604743107906,0.7793283712165493
16,2012,0,0,Idaho,ID,1595728,53607,424752,582942,1529311,516525,1117369,35.2,23730,22053,0.4302,229196,51266,88109,191670,91295,175020,56911,14927,11035,454364,1595728,1410569,1330942,8263,17157,18757,1686,1917,31847,185159,0.8340657054335074,0.005178200796125656,0.010751832392487943,0.011754509540473064,0.0010565710446893205,0.0012013325579296721,0.019957661957426327,0.11603418627736055,0.16593429456649256
16,2014,1,0,Idaho,ID,1634464,54769,431265,589271,1569382,524189,1148430,35.9,25145,23938,0.4541,240690,54172,96818,191639,97174,175108,58255,16311,11848,445627,1634464,1437552,1352954,10317,17847,22647,1646,1086,31055,196912,0.8277661667678211,0.006312161050962273,0.01091917595003622,0.013855918515182959,0.001007057971298236,6.644380053644497e-4,0.019000112575131664,0.12047496916420307,0.1722338332321789
16,2016,0,1,Idaho,ID,1683140,55421,436457,595875,1616630,529365,1191262,36.1,26998,25678,0.4503,243314,59552,91151,184334,104375,203363,65673,17642,13732,454191,1683140,1475892,1385885,10184,21522,22993,1910,702,32696,207248,0.8233925876635336,0.00605059591002531,0.012786815119360244,0.01366077688130518,0.001134783796950937,4.1707760495264805e-4,0.019425597395344416,0.12313176562852764,0.17660741233646637
17,2012,0,0,Illinois,IL,12875255,877225,3063051,4316360,12403972,3845077,8934979,37,31329,28741,0.4716,2006099,307103,565971,1264199,647039,1684348,751407,175113,96485,3478102,12875255,10775247,8093687,1825624,12917,612771,3484,16159,210605,2100008,0.6286234330892864,0.14179323050300752,0.001003242265881336,0.047592921460584664,2.7059658235895133e-4,0.0012550431040006585,0.016357345932177653,0.16310418706270283,0.37137656691071363
17,2014,1,0,Illinois,IL,12880580,844915,2984734,4241504,12417902,3778826,9050931,37.5,31994,30417,0.4765,1985764,319917,567622,1240128,670372,1737022,808866,178177,109342,3379651,12880580,10729074,8006397,1812812,14333,659915,4616,20358,210643,2151506,0.6215866832083649,0.14073993562401693,0.0011127604502281729,0.05123332955503557,3.583689554352366e-4,0.0015805188896773283,0.01635353376944206,0.16703486954779986,0.37841331679163515
17,2016,0,1,Illinois,IL,12801539,840362,2922719,4136320,12343102,3677883,9038458,37.9,34774,32849,0.481,1942508,307884,559821,1263305,682989,1813840,830129,188580,109736,3286606,12801539,10622749,7886677,1790654,15415,679106,3126,18718,229053,2178790,0.616072567524889,0.13987802560301538,0.0012041520945255098,0.05304877796333706,2.441893900413068e-4,0.0014621679471507293,0.017892614317700395,0.1701975051593406,0.38392743247511096
18,2012,0,0,Indiana,IN,6537334,176375,1589419,2258389,6288186,2009241,4771540,37.3,27386,23898,0.4417,1288444,222358,283019,602891,347606,643210,259870,55872,43157,1753514,6537334,6128434,5289249,590436,12462,107176,1722,9667,117722,408900,0.809083488773864,0.09031755146669881,0.0019062816738444142,0.016394450704216735,2.634101301845676e-4,0.0014787373568491376,0.018007646542153116,0.06254843335218914,0.19091651122613595
18,2014,1,0,Indiana,IN,6596855,175002,1583674,2253939,6351063,2008147,4838179,37.4,28977,25140,0.4455,1263948,224065,288684,625951,367996,682893,290178,55635,41896,1727143,6596855,6171390,5293743,605194,10818,129562,2164,10049,119860,425465,0.8024646592959827,0.09173977599932089,0.0016398723331041837,0.019639964801409157,3.2803510157491716e-4,0.0015233016338846313,0.018169263990189265,0.06449512684453425,0.19753534070401735
18,2016,0,1,Indiana,IN,6633053,188215,1577533,2240477,6387865,1995289,4867305,37.6,30906,27464,0.4527,1250854,231028,291768,608445,374136,716293,301847,64188,42518,1684219,6633053,6184974,5273458,608667,13870,140694,2786,10478,135021,448079,0.7950272672327509,0.09176272223363811,0.0020910431440846317,0.021211047160334767,4.20017750498903e-4,0.0015796647486459102,0.020355784885180323,0.06755245284486645,0.20497273276724914
19,2012,0,0,Iowa,IA,3074186,75144,722666,1037193,2959203,922210,2276376,38,29546,26436,0.4328,578840,78802,158526,286686,226481,368331,117508,29743,20738,809898,3074186,2913542,2705704,89449,6729,56038,2189,3064,50369,160644,0.880136725624279,0.02909680806561477,0.002188872111186506,0.01822856522019162,7.120584115600032e-4,9.966866025673139e-4,0.0163844998318254,0.05225578413277531,0.11986327437572097
19,2014,1,0,Iowa,IA,3107126,86151,725591,1044392,2992054,929320,2295384,38.2,30846,28361,0.4433,571438,83452,147511,293611,233906,383943,129844,31909,24730,804095,3107126,2936059,2707827,96102,8337,67946,2524,1039,52284,171067,0.8714892798039088,0.03092954711202571,0.002683186970853451,0.02186779680000103,8.123262461837724e-4,3.343926187737478e-4,0.01682712577475133,0.055056344673502136,0.12851072019609122
19,2016,0,1,Iowa,IA,3134693,86794,726967,1047673,3017234,930214,2320932,38,31717,30047,0.4451,569965,79567,150902,287271,234055,398242,135083,35270,24567,804741,3134693,2955631,2708501,108502,8662,74554,3700,2784,48928,179062,0.8640402744383581,0.03461327791908171,0.002763269002738067,0.023783509262310536,0.0011803388721000748,8.881252486288131e-4,0.015608546036246613,0.05712265922053611,0.13595972556164193
20,2012,0,0,Kansas,KS,2885905,108372,721277,1022681,2768504,905280,2056256,36,28554,26390,0.4496,432186,77218,149439,306074,149866,362899,149868,33378,20097,802896,2885905,2570129,2234826,162574,22793,71374,2155,1204,75203,315776,0.7743934744906711,0.05633380170171922,0.007898042381852486,0.024731929845230524,7.467328273106703e-4,4.172001503861007e-4,0.026058723346749114,0.10942009525608085,0.22560652550932891
20,2014,1,0,Kansas,KS,2904021,113861,722487,1022500,2785340,903819,2067673,36.2,30384,27870,0.4597,419478,79272,154706,298813,153284,381292,156450,33162,22180,785489,2904021,2575064,2227984,165265,21502,75742,2383,1845,80343,328957,0.7672065732307032,0.0569090237295116,0.007404216429564387,0.02608176731504352,8.205863525091589e-4,6.353259842129241e-4,0.02766612224911597,0.11327638470933922,0.23279342676929682
