year,GEOID,NAME,B01001_001E,B01001_001M,B09001_001E,B09001_001M,B16008_046E,B16008_046M,B01002_001E,B01002_001M,B19083_001E,B19083_001M,B20017_001E,B20017_001M,B19301_001E,B19301_001M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M
2012,46,South Dakota,833354,NA,204222,1015,11903,1725,36.7,0.3,0.4335,0.0114,27212,456,25275,480,153301,4349,24705,1942,31915,2524,85933,3582,53971,3519,98719,3692,29714,2820,7488,1248,7030,1200,799281,1721,217047,3700,29644,1058,28574,1764,29466,1616,16627,933,12880,1398,6485,1031,6821,954,17634,1608,29039,918,30190,1729,24426,1564,16256,889,13779,1230,5766,1041,6100,1150,15375,1496,833354,NA,808585,920,698504,1363,12629,1245,70943,2387,9516,1229,460,404,1192,775,15341,2305,816,745,14525,2226,24769,920
2012,47,Tennessee,6456243,NA,1494217,2932,164307,6571,38.2,0.1,0.4732,0.0042,26884,199,23692,241,1166971,16657,266671,7517,280224,9024,641682,12972,283901,9397,680286,11346,257964,7837,69299,4562,45255,3134,6226632,5730,1605001,12173,203801,2590,213254,6063,215096,5834,130443,2508,88477,3410,51395,3771,44555,3388,129822,4839,196222,2536,204091,5421,207377,5014,123933,2353,84936,3127,48331,3698,46221,3301,131816,5041,6456243,NA,6148485,2725,4840886,2132,1084643,5907,12460,2004,95459,3027,2149,647,6115,1919,106773,6121,4266,1629,102507,5988,307758,2725
2012,48,Texas,26059203,NA,6981175,4098,2566227,33712,33.9,0.1,0.4767,0.0021,28691,266,25359,134,3385514,26586,738983,12752,1015898,18347,2743789,29134,1079819,20839,2903294,24614,1076580,16933,240052,8208,164154,6898,24937723,12884,7389940,29176,985806,4526,1000422,11515,1005935,11400,575339,4661,391694,5135,217442,8144,213456,8099,568091,11114,947042,3971,962135,13156,955210,13395,549286,4405,372597,5575,199744,7218,184543,7068,540082,9264,26059203,NA,16098293,NA,11554528,5931,3015396,11936,61331,3903,1037052,8461,18488,1997,31949,6416,379549,14811,19730,3800,359819,13900,9960910,NA
2012,49,Utah,2855287,NA,887188,1060,138244,7000,29.9,0.1,0.4244,0.007,26426,392,23213,337,327025,7877,51438,3093,130416,4986,321066,8227,159358,5923,333947,7239,119791,5193,27527,2396,23256,2281,2703854,3298,932634,8649,132481,1169,128285,3652,126174,3944,68160,1046,44467,1528,20720,2341,23336,2649,75973,2924,125448,1129,124265,3373,117765,3444,64610,1155,45112,1516,25344,2238,24603,2282,67209,2766,2855287,NA,2475854,NA,2278904,919,27856,2343,25822,1936,61740,2771,25284,2698,3273,1688,52975,4482,1641,639,51334,4415,379433,NA
2012,50,Vermont,626011,NA,123889,834,8885,1220,42.4,0.2,0.4392,0.0088,28629,913,28818,521,117535,3998,14987,1754,21569,1686,49804,2596,39279,2096,95120,3355,42576,2221,10145,1516,7664,1165,608333,1091,154731,2544,16283,737,16964,1102,19223,1274,11685,250,10877,512,6229,1031,4767,775,12597,1079,14728,438,15940,1273,17662,1136,11404,403,11385,587,4122,757,6259,1036,10938,1128,626011,NA,616184,349,588138,351,6188,779,1910,665,8217,761,0,143,301,293,11430,1169,238,166,11192,1148,9827,349
2012,51,Virginia,8185867,NA,1854632,2470,446436,12422,37.5,0.2,0.4661,0.0028,33392,501,32517,200,1176004,14894,216287,6722,325224,8294,774019,15054,395520,9445,1132326,15259,596854,10955,133652,5596,88672,4304,7885760,5451,2173528,14600,256456,3517,268185,6580,263164,6918,157048,2386,125452,4144,64960,3923,67540,3987,166614,4647,250615,3530,248048,5958,256832,5666,154284,2906,117458,4254,59925,4115,61908,4267,162612,4790,8185867,NA,7497895,2927,5234502,2415,1549541,8258,15968,1615,466958,6228,5008,1689,12497,2706,213421,9432,8162,1977,205259,9355,687972,2927
2012,53,Washington,6897012,NA,1585029,1458,434197,13062,37.5,0.1,0.4498,0.0036,31989,210,29861,228,921721,12920,179506,6515,366665,10808,812150,12914,448208,11733,944631,13792,372069,8981,91575,4375,63240,4052,6643366,4514,1718203,13130,226381,2022,222732,5798,229458,5647,134936,1967,94694,2387,50186,3375,51409,3927,149146,4855,214592,1709,206463,4847,220655,5064,129812,1775,87226,2274,47378,3639,48527,3311,137558,4424,6897012,NA,6089416,NA,4927042,2712,239399,5736,84746,3900,504801,6544,38963,2600,8885,2913,285580,10084,5850,2060,279730,10123,807596,NA
2012,54,West Virginia,1855413,NA,384220,1237,11917,1552,41.5,0.2,0.4638,0.0073,26441,371,22410,344,439338,8130,86894,4861,74059,3994,171674,6524,81746,4395,147257,5285,66360,3998,18384,2134,9683,1573,1793653,2835,419145,5674,53538,1437,52269,2598,56163,2833,33200,1114,24894,1471,15781,2383,14262,2178,33618,2498,51725,1845,53452,2429,52654,2209,31219,1278,22658,2237,15049,2060,13478,1700,35252,2545,1855413,NA,1831692,1716,1721901,1156,60452,3250,2016,682,12057,1220,445,481,1114,700,33707,3186,626,414,33081,3119,23721,1716
2012,55,Wisconsin,5726398,NA,1316750,1876,141095,5229,38.8,0.1,0.4401,0.0042,30039,243,26994,218,1112713,13478,135298,4768,259585,6612,557106,10481,386784,7923,688002,10211,255462,6448,61488,3072,41201,2817,5522281,3938,1500226,9345,179576,1777,186241,4805,192451,4973,117112,1442,84078,1595,42976,3100,38583,3026,115917,3659,171659,2096,184000,3890,178137,4008,107574,1205,82409,1583,41581,3377,40448,2941,109486,3821,5726398,NA,5371999,636,4738842,1164,352680,4445,48138,2203,135516,3485,829,442,3096,1125,92898,6151,2943,1450,89955,5847,354399,636
2012,56,Wyoming,576412,NA,136610,1011,10876,1813,36.9,0.3,0.4166,0.0117,29473,1701,27813,827,95341,4929,20290,1811,33188,2699,68136,3723,38055,2808,64409,4017,20963,1812,4466,1088,4440,1390,554038,1722,154543,3196,19401,935,18842,1818,21383,1647,10748,1052,8188,1185,4961,1173,3749,1031,13808,1695,18615,855,19774,1574,17143,1412,10704,985,9159,1532,4105,947,3016,872,11874,1488,576412,NA,522096,642,487672,142,5311,1372,10328,1122,5520,1125,59,76,151,142,13055,1628,322,440,12733,1575,54316,642
2012,72,Puerto Rico,3667084,NA,849361,NA,56295,4739,37.8,0.2,0.5325,0.0077,16620,163,10914,181,583325,11631,67325,3728,39171,3163,267432,7376,219146,6924,428778,9494,113029,5102,27517,2777,19781,2283,3548155,4166,983155,7425,108250,1936,122716,3806,123441,3743,83047,1976,59087,2192,30186,2258,28553,2599,77792,3313,101104,2002,109395,3993,123632,4016,77776,1984,57712,2752,27114,2810,31440,2891,73702,3587,3667084,NA,35676,4007,23542,2809,2571,848,108,128,2677,1262,98,182,1365,704,5315,1480,33,60,5282,1480,3631408,4007
2012,01,Alabama,4822023,NA,1124975,1987,96368,4563,38.2,0.2,0.4726,0.0037,26574,310,22815,212,826740,13303,176803,5762,189488,5930,516444,12420,238555,8391,472037,9486,193901,6747,50713,3386,30508,2712,4645710,4579,1220639,9669,154902,2562,158765,5447,163731,5204,97673,1876,73658,3849,36883,3506,40183,3364,96152,4421,146906,2654,154067,5363,157592,5251,91339,1866,69110,2657,37248,3450,39243,2827,94925,3913,4822023,NA,4636582,3237,3212468,3115,1267479,5000,22791,2312,58679,2991,1194,627,3926,1405,70045,5540,2318,1021,67727,5546,185441,3237
2012,02,Alaska,731449,NA,187265,306,20671,2478,33.8,0.3,0.4232,0.0107,34405,1764,31890,675,106047,4298,24230,2407,34575,2626,94145,3956,38287,2609,79559,4131,36321,2785,8545,1468,5699,1096,698740,1427,195535,4290,27593,929,27033,2012,26425,1757,15899,926,12008,1526,5837,1302,7258,1540,19766,2132,26341,865,25172,1503,24487,1486,14315,1021,7820,1022,5608,974,5844,1113,15449,1528,731449,NA,687763,509,460453,953,24615,1189,100602,3658,42358,2146,8007,899,780,945,50948,3865,539,460,50409,3851,43686,509
2012,04,Arizona,6553255,NA,1619585,1194,487791,12055,36.6,0.1,0.4608,0.0039,28645,519,24600,222,864774,15646,173396,6649,309290,8745,790409,13114,360519,9366,735758,12854,310661,8701,77074,4189,47093,3244,6299433,5487,1753081,15045,223705,992,236024,5711,230633,5640,138579,1072,93580,1950,52451,3526,51576,4428,142091,5137,214067,1551,218351,5947,227456,6146,130770,1231,87001,1638,44722,3696,51581,3114,130204,3789,6553255,NA,4577151,NA,3730370,2003,264171,4476,262675,3849,185306,3855,10868,1676,7219,1876,116542,6982,5186,1489,111356,6638,1976104,NA
2012,05,Arkansas,2949131,NA,711629,1843,78901,4569,37.6,0.2,0.4632,0.0055,25737,336,21643,267,566530,10503,119419,4935,129405,5235,308735,8104,118932,5424,269141,8664,101528,5228,22334,2024,16106,1817,2836698,3587,752357,8093,99007,2389,105750,3996,103149,3972,59618,1819,41556,2641,22402,2473,23326,2786,59553,3443,92649,2237,99763,4515,94845,4130,56848,1929,40105,2141,23594,2277,22324,2035,55260,2931,2949131,NA,2751266,944,2179168,1780,458695,2935,16106,1949,38877,1936,5221,406,2163,1824,51036,3602,534,420,50502,3589,197865,944
2014,01,Alabama,4849377,NA,1108600,2449,92960,5388,38.6,0.2,0.4758,0.0042,26934,288,23606,256,847523,13509,181142,6003,198029,6728,511129,11244,256777,9532,478058,11918,201391,6586,51876,3858,33082,2843,4678136,4604,1190580,11549,150471,2593,156723,4818,162239,5576,96696,3024,69481,3786,35092,3429,34232,2971,106265,4380,140689,2830,147731,5121,159558,4467,94493,2267,68955,3050,35861,3251,34268,3441,99857,4406,4849377,NA,4656964,2014,3205535,1421,1285731,7136,21424,1975,57764,2998,1316,675,6590,2344,78604,6353,3076,1453,75528,6181,192413,2014
2014,02,Alaska,736732,NA,186769,481,21385,2618,33.3,0.3,0.4175,0.0107,36843,743,33062,758,108523,4395,23464,1851,35472,2893,96087,5016,38086,2849,85634,3613,33103,2734,7223,1319,4304,910,704965,1871,195830,4001,26766,1056,27517,1814,25859,1966,14719,948,11840,1587,6167,1165,8413,1620,22074,1770,26642,1206,25481,1443,24689,1407,15096,1153,9395,1029,5672,1128,4676,1058,16577,1187,736732,NA,687456,200,455009,805,23608,2475,101285,3075,43532,2125,8331,1126,1735,1024,53956,3793,103,118,53853,3803,49276,200
2014,04,Arizona,6731484,NA,1622071,1336,514527,11970,36.9,0.1,0.4676,0.0036,29737,499,25715,244,899108,16993,180704,6127,344474,8827,794213,13744,376649,9975,765784,13185,328400,7118,74530,4316,53578,3414,6482310,5280,1757664,11447,221202,1437,235196,5581,231019,5535,140181,2231,95898,1814,55876,4215,50524,4109,144096,4988,211461,1518,220761,5100,229920,5197,132331,1301,89167,2034,51307,3452,44971,3575,141348,4032,6731484,NA,4675028,NA,3777085,1922,265671,5930,266580,4041,206338,4117,11496,1328,7948,2361,139910,8391,3843,1226,136067,8440,2056456,NA
2014,05,Arkansas,2966369,NA,706140,2535,89761,5285,37.8,0.2,0.4714,0.0084,26367,345,22883,409,568437,10448,118349,5455,131244,4680,316818,8140,123871,6506,272411,8594,104636,5481,24531,2496,19380,2166,2859437,3668,746254,8910,98017,2243,102369,4401,98679,4090,62177,2949,43028,2447,22820,2486,23296,2547,59973,3605,92379,2285,97140,4482,96309,4476,59070,2357,40180,2255,21868,2667,18062,2214,62588,3191,2966369,NA,2760606,1452,2176186,956,465816,4813,15471,1815,36406,2274,7148,2176,3372,1954,56207,5362,543,320,55664,5356,205763,1452
2014,06,California,38802500,NA,9151579,2168,4983781,42650,36,0.1,0.489,0.0015,31232,97,30441,108,4768478,35664,592375,12604,1463370,19464,4097190,32528,2002684,22060,5120162,33972,2035257,20105,586986,13390,394265,10356,37329816,14378,10531321,31282,1281073,2246,1317265,13833,1278292,14034,794337,2436,555564,2886,308467,8563,301568,8749,898523,11661,1230619,2273,1242273,12279,1246854,12766,760866,2306,525244,3272,280900,8266,280427,8651,845936,10559,38802500,NA,23813730,NA,14849129,7495,2155733,13276,135245,6218,5329431,16978,137838,4310,96073,8641,1110281,23359,49427,5899,1060854,22160,14988770,NA
2014,08,Colorado,5355866,NA,1247145,1846,297577,10675,36.3,0.1,0.4584,0.0042,32379,218,32357,350,640470,13688,143346,6366,228712,6867,564212,9898,294629,8870,862158,12422,373532,8052,75829,3656,62693,3467,5156812,4098,1404518,12323,173068,1743,182608,4870,183355,5008,102639,2334,73021,2305,40051,2872,38576,3639,123067,3416,158990,1776,172486,5177,176058,5165,97941,1689,66405,1692,33619,2966,37654,3285,111865,4823,5355866,NA,4220759,NA,3686726,1784,205894,4247,30777,2729,155985,4128,6092,1510,7508,1808,127777,6578,4508,1151,123269,6454,1135107,NA
2014,09,Connecticut,3596677,NA,774876,590,232228,8541,40.5,0.2,0.5005,0.005,38443,922,39373,525,599611,12888,80663,5063,133471,5345,288203,8048,184589,6024,527472,10861,298684,7552,71642,4244,42316,3173,3487342,4034,928526,8601,95994,837,105945,3902,118623,3771,75133,1091,52650,982,25171,2229,26424,2403,76311,3041,92868,817,101956,3774,113395,3737,70962,749,53134,1068,24262,1927,26479,2349,65552,3107,3596677,NA,3055524,NA,2465919,2504,349742,5447,4731,1053,149568,3490,630,487,12292,3155,72642,6836,4849,1606,67793,6312,541153,NA
2014,10,Delaware,935614,NA,203842,622,37384,3751,39.6,0.3,0.4494,0.0095,32825,1493,30488,712,178275,5523,21472,2239,37791,2976,85470,4202,50787,3877,116931,5148,57035,3586,10712,1442,11203,1874,903972,1888,235650,5097,29254,623,27914,2091,30206,2131,16942,440,14151,750,7203,1363,6709,1260,18852,1625,26756,612,29189,2036,26804,2171,16777,503,13373,912,6746,1164,7282,1329,17113,1924,935614,NA,852288,NA,594488,607,197763,3013,2817,833,36038,834,216,252,1556,644,19410,3316,206,224,19204,3309,83326,NA
2014,11,District of Columbia,658893,NA,115030,6,51013,3783,33.8,0.2,0.5224,0.0092,46000,1356,45877,1138,71358,4381,12855,1867,16560,2313,46376,3665,15936,2092,112706,3634,86777,3902,36729,3003,18460,2088,633315,1782,164598,3962,22081,397,15173,1008,13305,1008,7708,159,10006,1185,5146,1111,6083,1496,16105,1743,20682,397,15865,1516,12424,1534,7792,165,11837,1122,7083,1457,5909,1288,18483,1609,658893,NA,590537,NA,235433,447,314473,1647,1218,492,24540,1098,137,166,1348,635,13388,1845,356,303,13032,1823,68356,NA
2014,12,Florida,19893297,NA,4054023,2418,1677483,26741,41.6,0.1,0.4834,0.0024,27250,135,26582,165,3557737,30505,593563,14160,900683,14782,2004771,26615,1358245,20607,2448663,26006,964916,14634,261794,9631,155131,6825,19260349,9382,4674255,23589,546207,3504,577804,8764,584684,9393,362984,3710,252667,4869,142725,7206,134102,6980,394186,9035,531365,4072,543566,12017,564842,11545,342571,3086,237817,4599,133383,6351,126865,6697,376333,9242,19893297,NA,15104427,NA,11055931,7320,3083879,12180,38726,3193,517141,7333,13361,2897,59892,7604,335497,15233,18750,3151,316747,14851,4788870,NA
2014,13,Georgia,10097343,NA,2491421,2778,537376,13914,36.1,0.1,0.4801,0.0034,29939,373,25615,212,1552824,22018,317143,10465,372490,10473,1016920,17469,462543,10577,1199733,17773,503513,12185,126094,5754,81260,4703,9716948,7287,2780545,18302,332958,3782,362951,8428,363919,8267,211865,3809,160313,5531,81888,5334,76127,4852,211396,7151,321481,4047,342946,8157,353106,8343,202195,3701,142797,5088,73019,4585,70920,5126,213054,6880,10097343,NA,9175228,2212,5474262,3318,3116136,9577,16968,2661,370080,5461,6338,2439,22687,4632,168757,9226,6197,1679,162560,8909,922115,2212
2014,15,Hawaii,1419561,NA,308354,501,95635,6087,38.1,0.2,0.4325,0.008,33473,1138,29736,584,256074,7629,21593,2980,55478,3480,156064,5727,102149,5128,200315,6801,66113,3443,22015,2148,13896,1623,1364015,2142,335539,5882,46224,660,45688,2490,42291,2634,23940,811,17529,948,12838,1722,12036,1546,33935,1902,44783,634,39254,1837,42569,1736,23605,912,14904,893,8450,1415,8801,1205,28128,1693,1419561,NA,1276323,NA,325266,574,28383,2182,1533,653,518355,8496,132722,4140,1125,519,268939,9292,1591,745,267348,9178,143238,NA
2014,16,Idaho,1634464,NA,431265,1760,54769,5021,35.9,0.2,0.4541,0.0111,25145,563,23938,594,240690,7582,54172,4287,96818,5130,191639,8876,97174,4710,175108,7366,58255,3882,16311,1951,11848,1891,1569382,2680,445627,7132,55741,1548,65679,3056,63019,3668,37185,1451,23622,1878,12522,1873,10942,2006,35311,3004,55966,1613,57633,3144,62003,3087,34039,1269,23911,1746,12204,2109,11090,1863,28404,2461,1634464,NA,1437552,692,1352954,769,10317,1612,17847,2008,22647,3092,1646,795,1086,609,31055,3905,543,344,30512,3854,196912,692
2014,17,Illinois,12880580,NA,2984734,2200,844915,16998,37.5,0.2,0.4765,0.003,31994,147,30417,199,1985764,22736,319917,8596,567622,12072,1240128,19247,670372,10692,1737022,19299,808866,12837,178177,6267,109342,5205,12417902,6279,3379651,14053,402735,2392,415029,7596,441130,7843,262818,1903,181690,2673,93309,4682,93648,4843,270629,6231,386391,2478,413266,6279,409868,6231,253497,2157,172813,2890,84324,3906,92143,4811,268214,5995,12880580,NA,10729074,1358,8006397,2946,1812812,9352,14333,2197,659915,5633,4616,1476,20358,3289,210643,9895,8589,2519,202054,9648,2151506,1358
2014,18,Indiana,6596855,NA,1583674,2472,175002,8545,37.4,0.2,0.4455,0.0037,28977,409,25140,219,1263948,14250,224065,6828,288684,8295,625951,11932,367996,8519,682893,12042,290178,8756,55635,3594,41896,2950,6351063,5115,1727143,12086,213824,2146,232886,6566,224838,6665,138686,2066,99034,2903,50489,3951,53550,3186,138189,4538,204200,2397,210380,5136,225916,5105,132944,2060,93253,2440,54235,3960,46865,3414,134650,5246,6596855,NA,6171390,1512,5293743,2944,605194,6714,10818,1941,129562,3818,2164,730,10049,3497,119860,6224,3014,1229,116846,6148,425465,1512
2014,19,Iowa,3107126,NA,725591,2347,86151,5431,38.2,0.1,0.4433,0.0053,30846,249,28361,369,571438,8875,83452,3789,147511,5926,293611,7346,233906,7248,383943,7715,129844,5601,31909,2784,24730,2136,2992054,3307,804095,7500,99565,2018,103848,3446,108524,3188,62261,1581,47596,2118,21703,2040,23686,2463,70157,3271,94006,1621,98645,3165,99229,3152,59513,1644,48439,2490,21488,1965,21423,2152,64309,2660,3107126,NA,2936059,1077,2707827,952,96102,3192,8337,1046,67946,3101,2524,1301,1039,451,52284,4260,464,303,51820,4190,171067,1077
2014,20,Kansas,2904021,NA,722487,2465,113861,5337,36.2,0.1,0.4597,0.0056,30384,228,27870,362,419478,9831,79272,3892,154706,5236,298813,8121,153284,5349,381292,8675,156450,5231,33162,2423,22180,2286,2785340,3469,785489,7795,101080,1878,108063,4011,99074,3521,61115,1881,45417,2777,22137,2365,23082,2888,65439,3573,98268,2380,98154,4413,100236,3924,56497,1826,41104,2476,19833,2707,22408,2709,60593,2975,2904021,NA,2575064,813,2227984,909,165265,4380,21502,1798,75742,2381,2383,1697,1845,854,80343,4490,1301,717,79042,4635,328957,813
2014,21,Kentucky,4413457,NA,1015303,3172,90553,5442,38.5,0.2,0.4704,0.0033,26828,272,23684,289,789610,11322,213973,6350,197815,6728,416570,9330,228473,8578,386963,8874,197252,7186,47789,3392,27697,2563,4253594,4307,1078943,8830,142782,2100,146218,4350,144304,4293,89578,2118,60138,2846,30884,2738,35593,2846,94243,3599,131850,2024,141237,4603,137876,4752,81458,2088,61089,2783,28940,2480,31232,2842,88854,4125,4413457,NA,4268287,2196,3769031,1775,345388,6538,8083,1601,54208,2811,2402,1335,4926,1435,84249,5490,1326,485,82923,5521,145170,2196
2014,22,Louisiana,4649676,NA,1114784,2072,105636,6214,36.1,0.1,0.4902,0.0054,29486,644,24800,290,876986,14826,156542,6113,164415,6318,493580,11821,165066,7574,463860,10327,160595,6662,47873,3343,29268,2632,4469571,5373,1179507,11035,154893,2988,161635,5389,158512,5564,93164,2431,66227,3689,34112,3337,39652,3065,100817,4451,150561,3231,155845,5160,151490,5577,88684,2804,61344,2774,34647,2835,35151,3460,102254,4714,4649676,NA,4425787,1880,2753573,1470,1493046,6438,23474,2048,78138,2298,2661,1572,8007,2003,66888,5830,2326,1179,64562,5593,223889,1880
2014,23,Maine,1330089,NA,257972,1146,19975,2447,44.1,0.2,0.4593,0.0098,27813,1013,27978,638,263085,7578,47202,3313,59158,3276,135341,4829,93426,3363,185890,5324,69374,3130,14346,1586,12171,1624,1293060,1579,296931,4264,31581,637,36972,2081,37266,2036,24650,696,16833,725,8338,1365,8064,1178,23712,1694,31336,708,34858,2016,38386,1999,22923,679,17327,983,8073,1135,8427,1427,21936,1578,1330089,NA,1310250,643,1245685,1001,16106,1177,7792,1183,14447,1256,36,39,1166,988,25018,1988,273,183,24745,1959,19839,643
2014,24,Maryland,5976407,NA,1351175,1075,412380,11654,38.3,0.1,0.4491,0.0034,40107,301,36338,307,917417,16344,126509,5758,240278,8602,536437,11971,265874,8477,841315,13053,489164,10095,121503,4966,101702,4928,5763330,3814,1563158,11379,186760,1711,191171,5493,195224,5426,117263,1709,81878,2037,43792,3252,39094,2754,121084,4090,180523,1720,181570,5156,186409,4569,112255,1697,75813,2371,40521,3070,39270,2868,120967,4134,5976407,NA,5420228,498,3133653,2911,1744971,6268,10663,1647,367948,4336,1636,459,15195,3210,146162,7123,5854,1319,140308,7083,556179,498
2014,25,Massachusetts,6745408,NA,1390685,916,461946,12562,39.4,0.2,0.4863,0.0031,37702,538,37288,310,1027761,15586,133271,5429,218769,7448,512158,11399,365816,9317,1077993,16983,594755,11778,131136,5157,112845,4628,6528886,4288,1737678,10246,187563,1241,187850,5441,206879,5410,127596,1122,102984,1559,48344,3829,53308,3181,145625,4831,178404,1105,181921,5458,197931,5436,122541,1177,105053,1420,51768,3077,54203,3199,139087,3546,6745408,NA,6015314,984,4977913,5629,439433,6253,8451,1565,411917,4862,414,233,42145,6102,135041,7397,12056,2164,122985,7413,730094,984
2014,26,Michigan,9909877,NA,2223636,1873,272760,9140,39.6,0.1,0.4598,0.0026,28204,388,26613,163,1709421,14114,271426,6659,499790,10200,1076213,14283,618746,10916,1105362,12648,529318,9649,115303,4600,77356,3632,9571271,5277,2555615,13907,292656,1840,311932,5559,326907,5624,206153,1592,139674,2092,79284,4207,70130,3709,222787,5229,276248,1790,296840,4727,316140,4992,196760,1543,136569,2203,70886,4183,77235,4757,209151,5171,9909877,NA,9434782,660,7500803,2543,1363958,7845,49741,2368,279628,3975,1851,699,14964,2838,223837,8671,5037,1193,218800,8703,475095,660
2014,27,Minnesota,5457173,NA,1283108,1558,186810,7737,37.8,0.1,0.4539,0.0035,33720,533,32638,280,827997,11498,115380,4271,245342,6458,548621,8643,404201,7415,834094,10954,295956,6532,75732,3980,52752,2701,5252805,3642,1398073,8131,176988,1850,186894,4230,182479,4262,110659,1661,72216,1597,35518,2866,36281,3117,110729,3526,170415,1580,176321,4108,177142,4273,102210,1164,69638,1657,36958,3119,35534,2794,104608,3976,5457173,NA,5180733,454,4437012,2786,307850,5706,52047,2563,249211,3682,1776,760,8098,2778,124739,6372,2187,694,122552,6362,276440,454
