year,GEOID,NAME,B01001_001E,B01001_001M,B09001_001E,B09001_001M,B16008_046E,B16008_046M,B01002_001E,B01002_001M,B19083_001E,B19083_001M,B20017_001E,B20017_001M,B19301_001E,B19301_001M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M
2014,28,Mississippi,2994079,NA,732553,1837,38329,3444,36.7,0.2,0.476,0.0068,26631,341,21036,302,466649,9475,119287,6914,115390,5440,334622,9588,167835,5889,254250,9001,112856,7040,26090,2656,17757,2001,2881773,4195,806652,8472,102537,2957,100070,4195,113883,4136,61304,2223,51902,3448,21286,2751,24976,2688,60249,3636,89470,2950,105284,3653,99228,3388,60777,2125,49952,3934,22928,3374,22087,2578,57436,3979,2994079,NA,2913513,2343,1712773,870,1128351,5284,11435,1550,23925,2265,458,384,2538,1310,34033,4181,623,401,33410,4173,80566,2343
2014,29,Missouri,6063589,NA,1392502,2866,112047,6180,38.5,0.1,0.4628,0.0037,28875,415,26126,251,1083421,15155,196334,5353,293320,8244,625111,12794,304044,7777,696669,12058,307730,9575,68066,3905,48246,3503,5843961,4074,1537651,10699,191577,2612,199757,5053,200311,5166,119643,2182,81643,2343,46834,3410,43050,3935,128662,5066,180647,2264,191476,4941,190627,5073,118464,2237,81840,2511,45715,2914,43634,3423,122942,4333,6063589,NA,5830264,2161,4847814,3135,703873,6282,23902,2392,105751,3866,3511,1139,14014,3240,131399,7031,2532,1473,128867,6809,233325,2161
2014,30,Montana,1023579,NA,224622,1327,11163,1562,39.6,0.3,0.4544,0.0077,25614,485,25989,438,179135,5009,34030,2842,45863,3444,124370,5198,57211,3500,135401,4062,48606,2864,11287,1593,8545,1430,988349,1611,236766,4714,30797,926,33567,1956,31601,1933,19295,825,15024,1267,8361,1568,8446,1504,20790,2101,28978,875,32392,1750,30822,1686,17170,900,13480,1147,6310,1290,8879,1516,21817,2193,1023579,NA,988911,565,887541,223,5718,1091,67973,2123,8042,1510,231,174,131,213,19275,2234,223,215,19052,2187,34668,565
2014,31,Nebraska,1881503,NA,467877,1629,71206,4455,36.2,0.2,0.4352,0.0055,30041,377,27446,352,288812,5833,44748,2749,95240,3808,188153,5302,126818,4505,247729,5860,82051,3726,18375,1574,13614,1512,1803373,2694,501598,5876,68198,1310,68607,2480,65623,2521,38349,1109,28304,1549,13101,1334,14410,1843,41501,2533,62170,1193,65254,2348,62921,2247,36755,1080,26713,1495,15247,1580,11454,1643,38195,2351,1881503,NA,1691223,787,1513607,990,86450,3092,13298,1231,38877,1649,829,593,1454,653,36708,3726,1150,664,35558,3536,190280,787
2014,32,Nevada,2839099,NA,662531,916,281175,9326,37.4,0.2,0.4427,0.0061,30229,230,25773,325,462876,11219,77938,4423,142022,6220,352787,9720,154943,6567,291473,8160,105579,5040,29796,2485,16615,2019,2736916,3379,699683,6967,89680,951,95689,3869,97166,4005,57147,1151,35486,1263,21072,2305,16852,1869,58708,2614,86055,1432,95201,3456,87324,3582,54269,1124,31910,843,17167,1850,18800,2110,56975,2928,2839099,NA,2049061,NA,1457400,1473,231626,3081,25142,1908,217722,4381,17860,1392,5175,1698,94136,5411,2613,1191,91523,5257,790038,NA
2014,33,New Hampshire,1326813,NA,267286,970,32278,2763,42.5,0.3,0.441,0.0084,35231,512,34691,569,228002,6138,37991,2772,55501,3413,119492,6145,91285,4301,201723,6114,92567,3643,17685,1897,14055,1985,1290944,1909,314674,4541,32713,723,37826,2185,38840,2204,26878,934,19909,1111,9386,1525,9515,1569,26977,1943,32369,869,35387,2132,38490,2202,24783,789,20956,1414,8789,1324,9441,1408,23250,1899,1326813,NA,1284361,730,1209818,929,15418,1843,2132,670,33689,2261,437,312,1027,480,21840,2575,686,401,21154,2565,42452,730
2014,34,New Jersey,8938175,NA,2012197,1147,821220,15643,39.4,0.2,0.4757,0.0036,38893,557,36593,300,1577888,18006,151835,6796,310162,8008,735270,12848,391582,10107,1415973,17840,633971,13243,146463,6029,94861,4675,8628695,5850,2272659,12194,271309,1316,280503,6328,292690,6560,183423,1471,116075,1788,58647,3689,60779,4286,175678,4287,260859,1718,270485,7126,280283,7025,172645,1440,105530,1816,54577,3096,58216,3497,168545,4727,8938175,NA,7209003,NA,5059967,3659,1145128,7465,9792,1191,823584,4585,2294,1036,36607,4496,131631,7823,12081,2238,119550,7826,1729172,NA
2014,35,New Mexico,2085572,NA,500078,1815,118740,7754,37.2,0.2,0.477,0.0071,25736,467,23683,436,299171,8727,63113,4314,81677,4673,240044,7869,109771,5494,206947,6867,110475,4634,19348,2180,26164,2737,2005740,3551,560799,8382,69600,1541,70875,3281,71762,3369,42398,1778,31962,2390,14728,2245,15640,1942,48763,3120,65816,1316,71043,3054,68622,2990,39962,1440,28525,1872,16343,2118,13110,1764,42601,3214,2085572,NA,1091418,NA,807748,1623,38178,2128,184866,2206,29579,2056,369,227,4788,2108,25890,2810,922,426,24968,2802,994154,NA
2014,36,New York,19746227,NA,4225273,2437,1894593,25716,38.2,0.1,0.5111,0.0027,34308,464,33095,228,3074611,26668,525296,11322,624873,12108,1552848,17732,1163427,15347,2651150,25950,1459502,19804,363125,10196,194205,7656,19062160,9613,4874923,18598,602093,1968,589130,8111,595271,8407,369832,1851,274959,3251,152681,6362,146620,5653,424999,7078,580199,2264,561029,7799,570433,8032,357286,2052,266295,2751,141024,5717,141693,6443,433071,6655,19746227,NA,16075938,1404,11122385,5763,2850956,11442,47372,3390,1600915,8073,3235,1076,100191,8348,350884,12721,33905,4034,316979,12387,3670289,1404
2014,37,North Carolina,9943964,NA,2290568,3386,450648,11665,38.3,0.1,0.4748,0.0032,28248,296,25774,193,1484395,16833,287890,7667,423979,9948,1035991,13623,614392,11939,1239857,17105,481543,10314,103494,5184,87670,4391,9592631,6714,2556055,14377,308893,3789,331846,7698,338313,8164,192893,3235,145347,4263,85012,5168,78759,4748,204640,6059,292649,3667,320523,8112,321767,7835,183684,3122,141514,4262,68039,4965,65043,4063,203105,5705,9943964,NA,9053363,1196,6359485,4159,2124971,9363,105548,3430,245542,4316,5185,1648,22434,4712,190198,10349,5414,1415,184784,10128,890601,1196
2014,38,North Dakota,739482,NA,167526,868,13050,1824,35.1,0.2,0.4664,0.011,32022,436,33071,950,115457,4034,17936,1646,33060,2488,79340,4311,64475,3549,94873,3685,24779,2189,6226,1101,5438,1085,709716,1582,182606,3666,25312,828,25647,1605,20138,1532,13394,838,13288,1371,5198,1146,9393,1712,22536,2521,24665,964,23868,1869,21815,1837,12687,614,11482,1373,5364,1101,6881,1483,18964,1815,739482,NA,718864,1228,641678,840,14834,1267,39122,2025,8784,981,88,82,251,195,14107,2353,274,240,13833,2370,20618,1228
2014,39,Ohio,11594163,NA,2635640,2960,216552,7944,39.4,0.1,0.4637,0.0025,30134,141,26937,181,2372992,19919,293571,7274,523788,11122,1079663,14728,659197,11371,1301747,14716,576319,11526,126136,5108,88016,3939,11190481,5938,2901361,15916,355624,2277,375321,8119,383255,8222,237218,2334,161173,2682,85752,4618,79991,4257,231420,6645,333811,2326,360673,7176,362884,7213,226854,2043,156772,2648,80045,4359,75371,4405,230539,5679,11594163,NA,11195457,1832,9277608,2747,1402190,9075,16856,1806,223984,4862,3026,1311,14657,2849,257136,9822,6878,2007,250258,9906,398706,1832
2014,40,Oklahoma,3878051,NA,952293,1266,138443,5124,36.2,0.2,0.466,0.0042,28548,476,25229,227,668381,9490,133054,3867,188500,5065,420738,8531,185914,5470,405799,8929,145813,4747,36137,2681,23619,2317,3719468,3530,997987,8760,135505,1753,141423,3191,132770,3390,80622,1652,58911,2404,29554,2746,28990,2155,85541,3997,128293,1745,133230,3734,126090,3704,74360,1415,53171,2229,28596,2512,29437,2932,81673,3256,3878051,NA,3499172,714,2597146,626,281252,4354,276829,5463,75854,2783,4436,911,1856,696,261799,7860,1776,709,260023,7850,378879,714
2014,41,Oregon,3970239,NA,858715,1785,212993,8602,39.3,0.2,0.4624,0.0051,27367,350,27646,249,541003,13366,125775,5374,223519,7076,495115,11119,231853,7170,528064,10563,224113,6852,54432,2864,39637,2897,3837169,3681,956494,8811,115247,1529,122200,4087,125526,4442,76321,1757,51756,1992,29242,3541,26295,2569,79203,3689,111221,1787,118470,4356,119481,4348,70249,1747,47032,2054,29123,2955,26317,2853,75599,4168,3970239,NA,3473448,NA,3052407,2154,68775,3409,35628,2882,157528,4163,13483,1711,5872,2221,139755,5812,1997,870,137758,5758,496791,NA
2014,42,Pennsylvania,12787209,NA,2700178,1900,360664,12817,40.7,0.1,0.4686,0.0026,31524,129,29220,198,2871756,20881,348571,8261,477418,10000,957508,11504,700919,11931,1554120,16640,729846,11905,159382,5964,124377,5476,12367779,6252,3011245,16096,362804,1810,374011,6048,398927,5850,244845,1815,184652,2862,92389,4700,87553,4534,259161,6116,348656,2218,357342,6563,382898,6605,230695,1702,177753,2066,91906,5315,88443,4798,246309,6212,12787209,NA,11949722,1034,9937668,4362,1359575,8543,16827,1901,396372,4858,2989,1288,23044,4848,213247,9047,7423,1558,205824,8791,837487,1034
2014,44,Rhode Island,1055173,NA,212555,650,63026,4517,39.8,0.3,0.4827,0.0095,31319,436,30830,653,173794,6750,34572,3162,37804,2713,95861,4771,59701,3690,131408,5182,61834,3447,14100,1576,13552,1919,1024485,1736,267358,4470,28216,976,30584,2007,30186,2028,20183,696,17246,865,9413,1492,7110,1144,24118,1725,26640,832,26823,1783,30652,1789,19271,630,17563,844,10669,1365,10460,1609,20168,1610,1055173,NA,907077,NA,781398,1569,58095,2455,4386,702,34934,1922,385,421,6084,2013,21795,3223,4329,1815,17466,2681,148096,NA
2014,45,South Carolina,4832482,NA,1083684,2092,129819,6175,38.8,0.1,0.4687,0.0051,26752,299,24596,309,839898,12597,149325,7674,187997,6848,486246,11175,288524,8986,543917,10129,232819,8602,46936,3501,33301,3061,4668976,4421,1207095,9753,147690,2322,160417,5236,153800,5258,91425,2461,72803,3483,42337,2976,38703,3682,99704,4769,139238,2833,151168,5173,151034,5415,88912,2234,67445,3008,31309,3252,36160,3595,99408,4353,4832482,NA,4575078,860,3082187,1352,1311369,6651,13607,1756,68331,2537,2916,1696,5476,1854,91192,6823,915,557,90277,6715,257404,860
2014,46,South Dakota,853175,NA,210893,1088,10591,1469,36.6,0.3,0.4468,0.0102,29003,998,26959,685,146637,4761,23485,2305,33854,2586,88120,4017,62802,3101,111108,4957,30003,2446,7382,1166,5723,1163,817645,1771,223281,3870,31479,989,28142,1626,30560,1461,17608,904,13124,1031,6097,1075,6337,1329,18714,1859,28876,1327,29852,1881,28502,1732,15874,868,12225,1143,5675,1204,6283,1195,18339,1859,853175,NA,824456,1214,709585,340,14260,1891,67725,2110,11001,1195,384,414,495,354,21006,2752,335,267,20671,2719,28719,1214
2014,47,Tennessee,6549352,NA,1492337,2059,183783,8556,38.6,0.1,0.4811,0.0045,26976,241,24922,265,1195880,16469,277667,7168,270428,7750,637701,14051,296099,8523,717801,12456,280082,8696,67725,3652,52699,3446,6312125,5175,1589191,10388,202916,2551,215227,5446,215137,5270,128638,2517,90838,3117,50932,3535,47593,4107,129163,5024,195439,2805,204461,5788,206838,5809,123681,2584,86589,3099,47668,3905,44473,3598,134686,5675,6549352,NA,6227013,1777,4881929,2029,1098287,6992,14900,2189,101866,3782,3036,1208,6263,2397,120732,7213,2323,1041,118409,7309,322339,1777
2014,48,Texas,26956958,NA,7115836,3925,2685393,31559,34.3,0.1,0.4827,0.0021,30284,112,27125,139,3526354,31942,772500,14793,1074624,15370,2772573,29104,1147113,21584,3104847,31267,1184625,17808,266893,8222,192664,7444,25813524,12058,7467266,26284,999785,5233,1023881,13446,1020697,13180,591851,4928,404720,6167,214193,9242,211247,8576,592182,9434,946603,4666,992466,12945,971999,12612,568554,4563,368444,4830,194754,7535,202308,7239,565386,9400,26956958,NA,16548720,1826,11708178,5418,3150560,12663,62460,4003,1151731,9003,17270,2086,34121,5987,424400,13052,20217,3769,404183,13072,10408238,1826
2014,49,Utah,2942902,NA,905549,945,141093,6954,30.5,0.1,0.4283,0.0054,27449,468,24877,300,346201,8094,45661,2813,137522,5081,329813,6788,168810,7165,353832,8046,127178,4847,26075,2188,23118,1864,2795749,3810,953887,8239,129197,1584,130228,3749,134190,3696,72825,1166,43610,1324,20526,2039,23350,2127,79195,3085,120612,980,129795,4214,120627,4078,68075,1414,42335,1570,21460,2817,26121,2817,76022,3581,2942902,NA,2545802,447,2330356,2210,31816,2045,30223,2339,64918,2748,24808,2191,5396,2191,58285,4698,806,442,57479,4571,397100,447
2014,50,Vermont,626562,NA,121810,737,11363,1382,42.8,0.3,0.4406,0.0096,30277,434,29178,770,120115,4165,14237,1338,24586,1878,57369,3391,34024,2292,91472,3360,43653,2698,10253,1456,7523,1019,608282,1158,146261,3132,16610,680,16705,1132,18260,1144,11540,484,10551,648,5363,820,4473,823,13721,1192,14271,524,17391,1399,15261,1386,11772,601,9601,780,3967,1073,4883,1028,13914,1313,626562,NA,615787,584,584101,1464,5899,992,2342,765,9933,1118,365,370,1351,850,11796,2212,78,75,11718,2223,10775,584
2014,51,Virginia,8326289,NA,1867537,3012,455843,12938,37.7,0.1,0.4658,0.0032,35108,245,34052,240,1164037,15591,218339,8621,339427,9497,781292,13182,408872,9709,1173872,15877,655001,13355,137648,5936,99818,4407,8027413,5816,2168651,16063,259667,3077,266350,6303,269238,6339,157367,2488,125933,4227,61395,4146,65574,4245,177115,6139,247883,2813,258101,6768,252916,6022,156015,3028,118913,4651,56637,4471,60297,3629,169593,5307,8326289,NA,7594318,2514,5242578,3799,1572488,9407,17392,1999,507648,6904,4336,1609,20639,4569,229237,10121,7506,2532,221731,9710,731971,2514
2014,53,Washington,7061530,NA,1602653,1723,458231,13079,37.5,0.1,0.4542,0.0037,33176,602,31841,259,903776,12893,186948,7209,371353,10802,799271,12356,479799,10338,1005685,15756,410459,9771,100407,4519,68225,3508,6799458,5339,1725154,12621,226666,2158,229863,4990,228002,4710,135705,1924,93844,3173,50561,4197,50949,4441,156394,5306,217540,1923,223126,5779,214078,5689,127673,1562,83494,2614,47453,3890,48428,4213,143270,4574,7061530,NA,6202752,NA,4960822,3247,242656,6857,80907,3818,550240,5298,43761,2201,9989,3333,314377,8888,5791,1947,308586,9229,858778,NA
2014,54,West Virginia,1850326,NA,383200,1796,11261,1961,41.9,0.2,0.4546,0.0074,27023,400,22714,391,444699,7960,88219,5489,74701,4015,164026,6707,84402,5166,152434,5625,70397,3494,14478,1798,10948,1476,1790661,2487,411243,5931,51405,1386,54299,3188,57182,2838,33836,1251,25195,1641,13987,2330,13457,1685,35450,2473,51147,1339,51976,3070,51962,2886,31393,1426,23050,1754,14349,1976,11694,1470,33594,2666,1850326,NA,1825823,1679,1713147,1738,67307,3348,3364,1104,11642,1694,90,152,1343,769,28930,3081,1060,744,27870,2959,24503,1679
2014,55,Wisconsin,5757564,NA,1299502,2211,141465,5856,39.2,0.2,0.4397,0.0041,30618,181,28213,263,1100818,15127,143850,4796,256185,6839,549750,9909,402829,7874,736544,11569,269393,7536,60549,2863,41608,2769,5560761,3437,1451402,9591,173403,1756,183965,4271,192793,4267,113806,1466,80600,1593,40788,2823,43969,2946,119437,4280,165685,1984,179230,3942,180088,4069,110532,1533,76802,1840,40151,3049,39469,2817,118684,3783,5757564,NA,5386582,455,4731591,967,357934,4085,46200,2281,149258,3160,1197,604,2751,1142,97651,5219,2062,770,95589,5185,370982,455
2014,56,Wyoming,584153,NA,137764,1281,13936,2394,36.6,0.4,0.427,0.0147,30822,561,29698,823,86194,4517,20565,1918,35128,2725,73289,4441,41611,3191,69557,4127,23807,2284,5370,1299,4599,963,562284,1711,144582,3518,18697,985,20333,1618,19531,1958,11946,1169,7761,1431,4139,903,6072,1081,12696,1464,19232,948,20415,1483,16726,1437,10884,1022,6960,1111,4931,1131,4082,841,10786,1262,584153,NA,527088,NA,490892,356,5912,968,13331,1433,5515,1069,837,674,149,234,10452,2125,248,265,10204,2100,57065,NA
2014,72,Puerto Rico,3548397,NA,772745,NA,49552,3726,39.3,0.2,0.5472,0.0067,16669,187,11241,192,608205,11020,61731,3421,34815,3365,257709,8025,223726,7213,417133,8916,113643,5769,32070,3094,23866,2826,3443825,3754,921168,9266,98195,2357,108880,5049,119508,5037,76457,2039,54383,2740,31360,2917,30689,3012,76738,3765,86093,2344,99287,4135,114830,3919,69495,1688,52495,2729,26952,2703,27359,2185,74999,3700,3548397,NA,34118,3817,23709,2697,3388,1422,0,220,2691,1546,118,139,1702,801,2510,870,0,220,2510,870,3514279,3817
2016,01,Alabama,4863300,NA,1099517,3370,93554,4933,39,0.2,0.4847,0.0053,29164,651,25810,318,831521,12112,179715,7395,201485,6430,509746,11271,271030,6698,506680,11497,226164,6511,48931,3306,33747,2934,4691088,4738,1186076,10683,143427,2872,162049,5181,155997,4919,103766,3257,68900,2735,35896,3123,34648,3318,91324,4316,143216,3084,150739,4343,145750,4811,94573,2462,68448,3164,37055,3320,31213,3289,95586,4789,4863300,NA,4663614,1768,3197147,1701,1294572,7002,21225,2500,65100,3675,1341,540,7537,2790,76692,6944,1956,1096,74736,6939,199686,1768
2016,02,Alaska,741894,NA,187296,588,22753,3204,33.5,0.3,0.4081,0.0106,36209,684,34187,844,107185,4057,26743,2428,34525,2823,95125,5155,40819,3685,90861,4162,36182,2838,8730,1355,5804,1279,709834,1695,187359,4358,27162,995,26386,1703,29741,1995,15986,1084,10746,1204,5080,1436,6496,1422,21626,1845,25333,1081,27275,1660,21327,1575,14086,1190,8011,993,4106,888,4848,982,14734,1297,741894,NA,690590,276,452757,719,21768,1683,104362,3286,44235,2934,9766,839,1741,1063,55961,5038,1176,959,54785,4943,51304,276
2016,04,Arizona,6931071,NA,1631422,1266,498587,12283,37.5,0.2,0.4713,0.005,30675,201,27997,288,924912,17080,180585,7105,344919,8422,834817,13922,390843,9507,835779,13503,359075,9336,84523,5192,56517,3204,6680106,6328,1761534,12424,222819,1782,237070,5076,230178,4746,142736,1240,100530,2084,53003,4097,50126,3526,144715,4822,213503,1751,222822,6583,225373,6579,136921,1413,94826,1954,47828,3980,49259,4481,132953,5139,6931071,NA,4786296,NA,3834724,2943,284478,5825,274472,4508,214132,4293,12834,1264,10072,2857,155584,8296,5187,1471,150397,8073,2144775,NA
2016,05,Arkansas,2988248,NA,707360,2248,87671,5281,38,0.2,0.4719,0.0059,27687,624,24264,375,552084,8641,129885,6438,135748,7000,313961,10298,133315,5681,282608,9219,118134,5826,26203,2376,18888,2380,2873456,3400,739490,8349,100122,2367,102581,4827,101091,4727,60384,2418,48382,2642,24532,2422,20078,2552,57971,3366,88594,2896,98710,4529,96242,4544,59636,2665,46649,2637,18671,1936,18105,2117,56052,3304,2988248,NA,2773704,1157,2175226,981,462232,4852,16096,1757,41387,2630,8808,1292,2917,989,67038,5209,1938,870,65100,5234,214544,1157
2016,06,California,39250017,NA,9093249,2512,4958970,36468,36.4,0.2,0.4899,0.0017,32499,285,33389,138,4784486,35035,606449,11052,1494632,19918,4107766,34892,2031775,21426,5426164,33141,2203376,25030,622302,11977,408628,11194,37793454,14152,10490279,33462,1268309,2629,1285980,15739,1303503,15222,785153,2282,533249,3921,299300,9411,302693,7627,853142,11151,1214113,2627,1238806,14126,1242791,14158,754594,2263,512158,3239,277954,8296,261938,8494,812093,9305,39250017,NA,23969241,NA,14725729,8629,2160958,12799,132153,5781,5518226,16185,137019,4940,105389,10984,1189767,20877,53908,5698,1135859,20603,15280776,NA
2016,08,Colorado,5540545,NA,1260512,1426,300755,11251,36.7,0.2,0.4586,0.0042,35274,231,34542,325,673089,12227,149055,6557,218245,7658,569121,11057,322529,8734,934273,12936,409712,8569,87779,3527,61117,3462,5339884,5125,1382107,12242,171169,1919,186510,5091,181804,5204,110425,1701,73792,2466,40201,3433,42939,3541,121916,5049,163902,1868,174609,5318,171977,5054,100116,1883,70324,2454,39912,3492,34529,3811,110914,5357,5540545,NA,4359327,NA,3796733,1461,220728,4871,28993,2717,173588,4497,7397,1329,6313,1483,125575,6462,3062,989,122513,6245,1181218,NA
2016,09,Connecticut,3576452,NA,752162,582,221505,8932,40.9,0.2,0.4945,0.0052,40323,363,41087,491,597334,12616,81442,4506,120316,4979,294834,8001,186288,6606,541369,10224,297488,7945,74865,3938,39866,3159,3469051,3357,914755,9110,94249,900,103998,3525,113021,3615,73495,849,55223,1504,24579,2909,27519,2762,77593,3369,90780,971,96890,3649,110989,3745,68740,774,51857,1194,25765,2471,25996,2339,68021,3465,3576452,NA,3014105,NA,2411769,2753,352345,5030,4968,1185,159838,3574,505,354,11451,3193,73229,6121,4472,1588,68757,5871,562347,NA
2016,10,Delaware,952065,NA,204237,234,42619,3556,40.6,0.4,0.4522,0.0109,35408,698,31712,745,188694,7699,23780,2675,44010,3925,78172,4242,52228,4128,121717,6057,58672,4302,12881,1971,11799,1751,919219,2013,227224,5599,28376,934,26153,2401,31329,2443,17692,652,12994,987,5766,1322,6683,1326,17633,1549,26865,773,28563,1960,27946,1989,17313,568,12835,1147,5768,1291,5472,1099,18130,1670,952065,NA,864913,NA,597331,751,203278,2658,3281,679,35591,1585,990,864,1419,782,23023,3174,718,602,22305,3194,87152,NA
2016,11,District of Columbia,681170,NA,120782,182,46918,4129,33.9,0.2,0.542,0.0121,50364,1289,50567,1813,73974,4472,11274,1838,16770,1890,45436,4113,14086,1780,115097,4458,98988,4741,38236,2985,20554,2188,654704,1876,168430,4464,22166,182,18314,1350,12478,1350,7905,214,9419,1208,5119,1316,6067,1342,15394,1563,21380,3,16395,1749,14397,1721,7747,192,12520,1249,6323,1368,4768,1413,20620,2105,681170,NA,606748,NA,247185,552,315848,2121,1529,398,25952,1216,41,68,1929,1466,14264,1936,802,479,13462,1862,74422,NA
2016,12,Florida,20612439,NA,4145140,3958,1734737,26671,42.1,0.1,0.4852,0.0027,29550,349,28621,196,3629364,31191,620369,14484,937204,17250,2023944,26941,1429121,24027,2675907,28563,1061264,17354,307323,10789,163962,7648,19944148,9362,4718808,25670,571177,3793,584249,10975,590156,10917,373330,3218,251999,4826,127474,7648,127686,7315,398858,10242,546290,3630,549007,11453,576320,11273,354611,3414,244773,4748,134681,7246,123103,6778,355054,8412,20612439,NA,15485861,555,11271384,6014,3162469,17985,38654,3286,550606,7178,10290,2163,70928,8151,381530,17713,25681,3898,355849,16898,5126578,555
2016,13,Georgia,10310371,NA,2510610,3089,558480,15326,36.5,0.2,0.4813,0.0039,31026,174,28183,279,1550795,23977,333285,10360,372145,9189,1022060,17184,518208,14034,1270275,16078,560593,10446,145085,7067,90323,4720,9922591,8143,2747236,17155,335338,4728,356009,8540,369785,8575,221046,3598,157075,5573,74925,4845,78818,5201,211523,6282,319540,4054,343955,10147,353683,9499,211254,4149,146200,4913,71872,5327,74993,4744,198960,6431,10310371,NA,9348037,2954,5484889,4687,3205543,13558,17417,2321,396429,6351,5134,1842,32116,8128,206509,12265,11456,2845,195053,12097,962334,2954
2016,15,Hawaii,1428557,NA,307765,757,102161,8309,38.9,0.3,0.442,0.0072,35514,493,32634,478,255380,7353,22363,2627,53877,3667,158800,5719,104261,4400,211850,6366,67803,3870,21989,2370,14951,1932,1374882,2411,331540,5911,47084,902,44921,2380,42337,2399,24182,1099,15260,1019,12388,1644,11379,1480,31785,2034,43638,906,41382,2196,41162,2212,23059,885,15556,1264,7317,1247,7050,1298,29120,1809,1428557,NA,1280407,NA,315242,457,24389,1916,1718,652,527847,10315,131672,4975,1852,746,277687,13351,2426,1046,275261,13207,148150,NA
